001-TIME,002-NumDens-Spec-001,003-NumDens-Spec-002,004-NumDens-Spec-003,005-NumDens-Spec-004,006-Current-Spec-001-SF-001
0,0,2E+019,0,2E+019,0
1E-09,3028100000000000,2E+019,6600000000000,2.00030347E+019,0.000201073154515
2.00000000000007E-09,3029000000000000,2E+019,13500000000000,2.00030425E+019,0.00020027206625
2.99999999999997E-09,3029500000000000,2E+019,19300000000000,2.00030488E+019,0.000199470977985
3.99999999999997E-09,3028700000000000,2E+019,25900000000000,2.00030546E+019,0.00020027206625
5.00000000000028E-09,3028000000000000,2E+019,33700000000000,2.00030617E+019,0.00020027206625
6.00000000000059E-09,3028700000000000,2E+019,41500000000000,2.00030702E+019,0.000199470977985
7.0000000000009E-09,3029100000000000,2E+019,47900000000000,2.0003077E+019,0.00020027206625
8.00000000000075E-09,3027400000000000,2E+019,54800000000000,2.00030822E+019,0.00020027206625
9.00000000000023E-09,3027900000000000,2E+019,62700000000000,2.00030906E+019,0.000199470977985
0.00000001,3027100000000000,2E+019,70000000000000,2.00030971E+019,0.00020027206619146
0.00000002,3027600000000000,2E+019,133300000000000,2.00031609E+019,0.000200272066896514
0.00000003,3027300000000000,2E+019,197700000000000,2.0003225E+019,0.000199470980245914
0.00000004,3025900000000000,2E+019,265700000000000,2.00032916E+019,0.000200272068521319
0.00000005,3024000000000000,2E+019,326300000000000,2.00033503E+019,0.000200272068521319
0.00000006,3024200000000000,2E+019,392200000000000,2.00034164E+019,0.000200272068518668
0.00000007,3023700000000000,2E+019,457800000000000,2.00034815E+019,0.000200272068521319
0.00000008,3022200000000000,2E+019,523400000000000,2.00035456E+019,0.000200272068521319
0.00000009,3022000000000000,2E+019,585700000000000,2.00036077E+019,0.000199470980247234
0.0000001,3021400000000000,2E+019,655700000000000,2.00036771E+019,0.000200272068521319
