001-TIME,002-TempTra-001     ,003-Pmean     ,004-Pmax     ,005-MeanFreePath      
    2.48000000000000E-005,    2.40067530332413E+002,    1.28592212751757E-001,    6.08269964212865E-001,    1.37960367103230E-003 
    2.52000000000000E-005,    2.40602352040585E+002,    1.28742848186216E-001,    5.65579200770207E-001,    1.38024853395478E-003 
    2.56000000000000E-005,    2.41253629380400E+002,    1.28372434143768E-001,    5.12229701371586E-001,    1.38103228627098E-003 
    2.60000000000000E-005,    2.41855989942057E+002,    1.28791907999864E-001,    5.61275710203929E-001,    1.38175568528259E-003 
    2.64000000000000E-005,    2.42351382088636E+002,    1.28638472477603E-001,    5.74913315673994E-001,    1.38234955575741E-003 
    2.68000000000000E-005,    2.42876733478661E+002,    1.28999884502105E-001,    5.82738844346917E-001,    1.38297829419698E-003 
    2.72000000000000E-005,    2.43415230292944E+002,    1.29308238231487E-001,    5.56816490498861E-001,    1.38362165096511E-003 
    2.76000000000000E-005,    2.44023664849193E+002,    1.28932772953617E-001,    5.67605671091622E-001,    1.38434721275273E-003 
    2.80000000000000E-005,    2.44586391831300E+002,    1.29118076647290E-001,    6.59643739755417E-001,    1.38501699694218E-003 
    2.84000000000000E-005,    2.45045954779567E+002,    1.29258803056417E-001,    5.81333747930515E-001,    1.38556308795694E-003 
    2.88000000000000E-005,    2.45503317953638E+002,    1.29502194510009E-001,    5.59832206399546E-001,    1.38610576232979E-003 
    2.92000000000000E-005,    2.45899079423504E+002,    1.29545942178637E-001,    5.70352316544237E-001,    1.38657470035061E-003 
    2.96000000000000E-005,    2.46462528516265E+002,    1.29018792600901E-001,    6.13344233007760E-001,    1.38724130390985E-003 
    3.00000000000000E-005,    2.47098883171176E+002,    1.29175231442458E-001,    6.29973881403269E-001,    1.38799271424238E-003 
    3.04000000000000E-005,    2.47776459684089E+002,    1.29971909160879E-001,    5.42738845163186E-001,    1.38879112090868E-003 
    3.08000000000000E-005,    2.48217740728726E+002,    1.29807693507430E-001,    6.07250982099380E-001,    1.38931016727417E-003 
    3.12000000000000E-005,    2.49026211290268E+002,    1.29929603157680E-001,    5.78153995126663E-001,    1.39025922336840E-003 
    3.16000000000000E-005,    2.49658426066784E+002,    1.30028254355062E-001,    6.14218326871715E-001,    1.39099967993433E-003 
    3.20000000000000E-005,    2.50139064471343E+002,    1.30105226515059E-001,    5.62680396383522E-001,    1.39156161814108E-003 
