TIME,002-nPart-Spec-001,003-TempTra-001,004-TempVib001,005-XiVibMean001,006-TempRot001,007-TempTotal001
8.76000000000007E-007,1.99790000000000E+004,6.92413683994165E+003,6.31054190136965E+003,6.92662555441029E+000,6.92394362869294E+003,6.56774694703558E+003
8.78000000000008E-007,1.99790000000000E+004,6.91384525001948E+003,6.31127158312151E+003,6.92674153512895E+000,6.93648790481199E+003,6.56768307951115E+003
8.80000000000008E-007,1.99790000000000E+004,6.90423792603796E+003,6.31382517014655E+003,6.92714722364664E+000,6.94077414980626E+003,6.56745968729211E+003
8.82000000000008E-007,1.99790000000000E+004,6.90956680010655E+003,6.31354416651497E+003,6.92710259554061E+000,6.93389500157438E+003,6.56748426190964E+003
8.84000000000008E-007,1.99790000000000E+004,6.91196476580067E+003,6.31136970845213E+003,6.92675712995094E+000,6.93891957863508E+003,6.56767449265328E+003
8.86000000000008E-007,1.99790000000000E+004,6.91473809587948E+003,6.30956285684972E+003,6.92646989900587E+000,6.94192356569817E+003,6.56783266852659E+003
8.88000000000008E-007,1.99790000000000E+004,6.90574995403071E+003,6.31211264292169E+003,6.92687518808987E+000,6.94529615336496E+003,6.56760948565352E+003
8.90000000000008E-007,1.99790000000000E+004,6.90951836360055E+003,6.31343810796028E+003,6.92708575069597E+000,6.93438817387680E+003,6.56749353793629E+003
8.92000000000008E-007,1.99790000000000E+004,6.90848184901412E+003,6.31409853505890E+003,6.92719063504754E+000,6.93332439527845E+003,6.56743578393508E+003
8.94000000000008E-007,1.99790000000000E+004,6.90302814909815E+003,6.31599273495553E+003,6.92749134519652E+000,6.93399456325141E+003,6.56727020917701E+003
8.96000000000008E-007,1.99790000000000E+004,6.89642657340347E+003,6.31817432555740E+003,6.92783747155380E+000,6.93524702439591E+003,6.56707964039722E+003
8.98000000000008E-007,1.99790000000000E+004,6.88513942809187E+003,6.31768936812242E+003,6.92776054850968E+000,6.95410059135474E+003,6.56712199332252E+003
9.00000000000008E-007,1.99790000000000E+004,6.88303940936286E+003,6.31786368737653E+003,6.92778819997022E+000,6.95655945272320E+003,6.56710676973272E+003
9.02000000000008E-007,1.99790000000000E+004,6.89894967962744E+003,6.31804056514142E+003,6.92781625582381E+000,6.93199273394728E+003,6.56709132324807E+003
9.04000000000008E-007,1.99790000000000E+004,6.90632634207309E+003,6.31798841017531E+003,6.92780798330179E+000,6.92113450438112E+003,6.56709587302721E+003
9.06000000000008E-007,1.99790000000000E+004,6.90496814815013E+003,6.31680289015430E+003,6.92761990861108E+000,6.92787235985838E+003,6.56719942662001E+003
9.08000000000008E-007,1.99790000000000E+004,6.91009224934291E+003,6.31608798886398E+003,6.92750646261841E+000,6.92302075734593E+003,6.56726188910792E+003
9.10000000000008E-007,1.99790000000000E+004,6.90297020687139E+003,6.31590264408501E+003,6.92747704679217E+000,6.93443868566105E+003,6.56727808247394E+003
9.12000000000008E-007,1.99790000000000E+004,6.91067731419683E+003,6.31429602816242E+003,6.92722199553614E+000,6.92924814830270E+003,6.56741851548711E+003
9.14000000000008E-007,1.99790000000000E+004,6.91545531654384E+003,6.31113531021113E+003,6.92671987685551E+000,6.93461313537231E+003,6.56769500985314E+003
9.16000000000008E-007,1.99790000000000E+004,6.90509044131892E+003,6.31072757746656E+003,6.92665506943505E+000,6.95177704663804E+003,6.56773069460670E+003
9.18000000000008E-007,1.99790000000000E+004,6.90124953349877E+003,6.31357008294069E+003,6.92710671165998E+000,6.94626815560286E+003,6.56748199722230E+003
9.20000000000008E-007,1.99790000000000E+004,6.90088192815809E+003,6.31496389150819E+003,6.92732803391926E+000,6.94129321694990E+003,6.56736013249963E+003
9.22000000000008E-007,1.99790000000000E+004,6.89584248372838E+003,6.31433275843765E+003,6.92722782783907E+000,6.95135476509504E+003,6.56741530475587E+003
9.24000000000009E-007,1.99790000000000E+004,6.90601788839248E+003,6.31583870892539E+003,6.92746689935425E+000,6.93012068457668E+003,6.56728367330976E+003
9.26000000000009E-007,1.99790000000000E+004,6.90542227001298E+003,6.31484797624471E+003,6.92730963125169E+000,6.93494229373660E+003,6.56737026412066E+003
9.28000000000009E-007,1.99790000000000E+004,6.89980248860624E+003,6.31899659226763E+003,6.92796787285057E+000,6.92692288331002E+003,6.56700784637521E+003
9.30000000000009E-007,1.99790000000000E+004,6.90350455106331E+003,6.31945533877205E+003,6.92804061062596E+000,6.91955085173965E+003,6.56696779779058E+003
9.32000000000009E-007,1.99790000000000E+004,6.90422578627719E+003,6.31849577758779E+003,6.92788845361811E+000,6.92227366381697E+003,6.56705157269394E+003
9.34000000000009E-007,1.99790000000000E+004,6.90655656919397E+003,6.31850630613574E+003,6.92789012335669E+000,6.91873573560027E+003,6.56705065198770E+003
9.36000000000009E-007,1.99790000000000E+004,6.90011911319983E+003,6.31950745692505E+003,6.92804887373685E+000,6.92442236756185E+003,6.56696324968231E+003
9.38000000000009E-007,1.99790000000000E+004,6.90283732834419E+003,6.32264743989512E+003,6.92854647067816E+000,6.90789499329117E+003,6.56668930864208E+003
9.40000000000009E-007,1.99790000000000E+004,6.89264955415053E+003,6.32289173165802E+003,6.92858516460367E+000,6.92220805054742E+003,6.56666801066595E+003
9.42000000000009E-007,1.99790000000000E+004,6.88424416285723E+003,6.32673113600786E+003,6.92919293113388E+000,6.91959270788629E+003,6.56633344949256E+003
9.44000000000009E-007,1.99790000000000E+004,6.88438571031978E+003,6.32494776196298E+003,6.92891071364263E+000,6.92645159446063E+003,6.56648880282017E+003
9.46000000000009E-007,1.99790000000000E+004,6.88178021321892E+003,6.32824878385963E+003,6.92943298104256E+000,6.91727106289584E+003,6.56620132113959E+003
9.48000000000009E-007,1.99790000000000E+004,6.86150988336848E+003,6.32775214746717E+003,6.92935443870319E+000,6.94964576734165E+003,6.56624455391479E+003
9.50000000000009E-007,1.99790000000000E+004,6.85401728938737E+003,6.32944137199674E+003,6.92962154029968E+000,6.95418674250172E+003,6.56609753779753E+003
9.52000000000009E-007,1.99790000000000E+004,6.85669208394827E+003,6.33049647239102E+003,6.92978830632509E+000,6.94599096289320E+003,6.56600574913037E+003
9.54000000000009E-007,1.99790000000000E+004,6.86430699343658E+003,6.32858782335079E+003,6.92948659306465E+000,6.94213659005170E+003,6.56617181504637E+003
9.56000000000009E-007,1.99790000000000E+004,6.85478469875946E+003,6.32888990248482E+003,6.92953435607256E+000,6.95522225540190E+003,6.56614552455504E+003
9.58000000000009E-007,1.99790000000000E+004,6.86003311931496E+003,6.33171110237459E+003,6.92998022305156E+000,6.93616327189835E+003,6.56590012344859E+003
9.60000000000009E-007,1.99790000000000E+004,6.84430839443906E+003,6.33296985286416E+003,6.93017903868837E+000,6.95475923853549E+003,6.56579070048597E+003
9.62000000000009E-007,1.99790000000000E+004,6.83539595382439E+003,6.33491846252956E+003,6.93048667030805E+000,6.96040139162425E+003,6.56562140098754E+003
9.64000000000009E-007,1.99790000000000E+004,6.82275054224165E+003,6.33617013569975E+003,6.93068418198909E+000,6.97440642576096E+003,6.56551270801247E+003
9.66000000000009E-007,1.99790000000000E+004,6.82260148219263E+003,6.33758645548078E+003,6.93090758699674E+000,6.96901406808935E+003,6.56538977099006E+003
9.68000000000009E-007,1.99790000000000E+004,6.82167537542860E+003,6.33945237370971E+003,6.93120176810529E+000,6.96300449756820E+003,6.56522789114960E+003
9.70000000000009E-007,1.99790000000000E+004,6.81372825147022E+003,6.34151969643455E+003,6.93152751446394E+000,6.96672781126492E+003,6.56504865293527E+003
9.72000000000009E-007,1.99790000000000E+004,6.81641901966160E+003,6.34074779925485E+003,6.93140591039049E+000,6.96575237072519E+003,6.56511555811466E+003
9.74000000000009E-007,1.99790000000000E+004,6.82589470080933E+003,6.34135768196069E+003,6.93150199311703E+000,6.94912053277155E+003,6.56506269074394E+003
9.76000000000009E-007,1.99790000000000E+004,6.83746711004474E+003,6.34205301708585E+003,6.93161151727871E+000,6.92900475890042E+003,6.56500242829100E+003
9.78000000000008E-007,1.99790000000000E+004,6.82529473874214E+003,6.34305104796454E+003,6.93176868080978E+000,6.94330589856616E+003,6.56491595704493E+003
9.80000000000008E-007,1.99790000000000E+004,6.83291086580899E+003,6.34285408865103E+003,6.93173766856192E+000,6.93266269800544E+003,6.56493301996750E+003
9.82000000000008E-007,1.99790000000000E+004,6.82567588096649E+003,6.34545739177399E+003,6.93214742716447E+000,6.93319241737340E+003,6.56470757576187E+003
9.84000000000008E-007,1.99790000000000E+004,6.82668357756605E+003,6.34864654784868E+003,6.93264897224427E+000,6.91903496026624E+003,6.56443165306517E+003
9.86000000000008E-007,1.99790000000000E+004,6.82241102639079E+003,6.35102825448780E+003,6.93302322721524E+000,6.91599955959030E+003,6.56422577178683E+003
9.88000000000008E-007,1.99790000000000E+004,6.82537464022369E+003,6.35069239012692E+003,6.93297046622599E+000,6.91288595624924E+003,6.56425479604653E+003
9.90000000000008E-007,1.99790000000000E+004,6.82648062602055E+003,6.34993706804762E+003,6.93285179356561E+000,6.91422207640774E+003,6.56432007848763E+003
9.92000000000008E-007,1.99790000000000E+004,6.83156429469737E+003,6.34884786951510E+003,6.93268061750610E+000,6.91091556933827E+003,6.56441424203825E+003
9.94000000000008E-007,1.99790000000000E+004,6.82981631664280E+003,6.35023911957182E+003,6.93289925363799E+000,6.90802081886668E+003,6.56429397208588E+003
9.96000000000008E-007,1.99790000000000E+004,6.83194640733107E+003,6.35154014991216E+003,6.93310363095902E+000,6.89966664984964E+003,6.56418154234493E+003
9.98000000000008E-007,1.99790000000000E+004,6.84081626143255E+003,6.35268908691035E+003,6.93328405129647E+000,6.88180592795965E+003,6.56408229558799E+003
1.00000000000001E-006,1.99790000000000E+004,6.82265658572623E+003,6.35710095344510E+003,6.93397629291198E+000,6.89155076610995E+003,6.56370154168638E+003
1.00200000000001E-006,1.99790000000000E+004,6.81069683184457E+003,6.36119457989284E+003,6.93461780137417E+000,6.89325747636585E+003,6.56334873253972E+003
1.00400000000001E-006,1.99790000000000E+004,6.80969724490697E+003,6.36262807298722E+003,6.93484226101956E+000,6.88907240910220E+003,6.56322529376563E+003
1.00600000000001E-006,1.99790000000000E+004,6.80875414340611E+003,6.36511341771939E+003,6.93523119885530E+000,6.88063151502986E+003,6.56301141670475E+003
1.00800000000001E-006,1.99790000000000E+004,6.81759246013122E+003,6.36439585668226E+003,6.93511893497793E+000,6.87021951168755E+003,6.56307314957526E+003
1.01000000000001E-006,1.99790000000000E+004,6.82138122652985E+003,6.36541955549821E+003,6.93527908755646E+000,6.86047688263617E+003,6.56298507952766E+003
1.01200000000001E-006,1.99790000000000E+004,6.80980097926614E+003,6.36740813499206E+003,6.93559005382634E+000,6.86996156355727E+003,6.56281409141606E+003
1.01400000000001E-006,1.99790000000000E+004,6.79784851178848E+003,6.36698355104881E+003,6.93552367424360E+000,6.88957397466916E+003,6.56285059410990E+003
1.01600000000001E-006,1.99790000000000E+004,6.79865914948412E+003,6.36798395637276E+003,6.93568006474309E+000,6.88439089764920E+003,6.56276460140314E+003
1.01800000000001E-006,1.99790000000000E+004,6.79888901105982E+003,6.36871995157208E+003,6.93579509154633E+000,6.88112747972882E+003,6.56270135096931E+003
1.02000000000001E-006,1.99790000000000E+004,6.80276224191794E+003,6.36655546065734E+003,6.93545673811282E+000,6.88390095192605E+003,6.56288739647982E+003
1.02200000000001E-006,1.99790000000000E+004,6.80253288574304E+003,6.37017115176983E+003,6.93602182337042E+000,6.86990690920754E+003,6.56257669113458E+003
1.02400000000001E-006,1.99790000000000E+004,6.79136281374441E+003,6.37012820928318E+003,6.93601511552720E+000,6.88683231902239E+003,6.56258038118717E+003
1.02600000000001E-006,1.99790000000000E+004,6.78935945977009E+003,6.37127918940869E+003,6.93619487557755E+000,6.88527307549567E+003,6.56248154552369E+003
1.02800000000001E-006,1.99790000000000E+004,6.78892843755236E+003,6.37195696468290E+003,6.93630070220619E+000,6.88323186469093E+003,6.56242336422696E+003
1.03000000000001E-006,1.99790000000000E+004,6.78418231552903E+003,6.37347871719584E+003,6.93653822956234E+000,6.88431645240083E+003,6.56229277886640E+003
1.03200000000001E-006,1.99790000000000E+004,6.77659944407924E+003,6.37780226909236E+003,6.93721250810716E+000,6.87854530985332E+003,6.56192210485719E+003
1.03400000000001E-006,1.99790000000000E+004,6.78150510270978E+003,6.37918314705683E+003,6.93742768321852E+000,6.86571077706042E+003,6.56180382420913E+003
1.03600000000001E-006,1.99790000000000E+004,6.77600830779588E+003,6.38073223330002E+003,6.93766896610314E+000,6.86781283714236E+003,6.56167119527874E+003
1.03800000000001E-006,1.99790000000000E+004,6.77166108687913E+003,6.38014018654342E+003,6.93757676285225E+000,6.87668152776971E+003,6.56172187824864E+003
1.04000000000001E-006,1.99790000000000E+004,6.76871103501289E+003,6.37970213820712E+003,6.93750853250493E+000,6.88284374456500E+003,6.56175938216346E+003
1.04200000000001E-006,1.99790000000000E+004,6.77038387022865E+003,6.38084338126644E+003,6.93768627411403E+000,6.87580871267333E+003,6.56166168056964E+003
1.04400000000001E-006,1.99790000000000E+004,6.76804266763370E+003,6.38108114790652E+003,6.93772329735524E+000,6.87837761151545E+003,6.56164132950136E+003
1.04600000000001E-006,1.99790000000000E+004,6.76877338320892E+003,6.38281604829577E+003,6.93799336527567E+000,6.87040154616102E+003,6.56149289416121E+003
1.04800000000001E-006,1.99790000000000E+004,6.75369692160641E+003,6.38584802161660E+003,6.93846501729687E+000,6.88099235448651E+003,6.56123366480235E+003
1.05000000000001E-006,1.99790000000000E+004,6.77180432778958E+003,6.38662865270539E+003,6.93858638428166E+000,6.85073548766633E+003,6.56116696302979E+003
1.05200000000001E-006,1.99790000000000E+004,6.77786454846847E+003,6.38457662582556E+003,6.93826729050985E+000,6.84978290728618E+003,6.56134233893097E+003
1.05400000000001E-006,1.99790000000000E+004,6.78832381567436E+003,6.38446747497008E+003,6.93825031200811E+000,6.83452684796090E+003,6.56135166762019E+003
1.05600000000001E-006,1.99790000000000E+004,6.79961079770489E+003,6.38485854058148E+003,6.93831114007046E+000,6.81604551851589E+003,6.56131823429546E+003
1.05800000000001E-006,1.99790000000000E+004,6.79877643130092E+003,6.38480323809492E+003,6.93830253850029E+000,6.81751639541549E+003,6.56132296420029E+003
1.06000000000001E-006,1.99790000000000E+004,6.79789653051113E+003,6.38401176554679E+003,6.93817942020441E+000,6.82197499428525E+003,6.56139063361658E+003
1.06200000000001E-006,1.99790000000000E+004,6.79355650685913E+003,6.38444309549148E+003,6.93824651968708E+000,6.82677450771510E+003,6.56135375444523E+003
1.06400000000001E-006,1.99790000000000E+004,6.80848105224379E+003,6.38558413607871E+003,6.93842398399296E+000,6.79986264834476E+003,6.56125621606509E+003
1.06600000000001E-006,1.99790000000000E+004,6.81322860022300E+003,6.38544657470967E+003,6.93840259241493E+000,6.79328688120850E+003,6.56126797738805E+003
1.06800000000001E-006,1.99790000000000E+004,6.80577030745516E+003,6.38848962877501E+003,6.93887560417949E+000,6.79240641405863E+003,6.56100801952587E+003
1.07000000000001E-006,1.99790000000000E+004,6.80719735164666E+003,6.38733299783793E+003,6.93869586714813E+000,6.79485272399142E+003,6.56110679497786E+003
1.07200000000001E-006,1.99790000000000E+004,6.79425600418610E+003,6.39035011707100E+003,6.93916459138855E+000,6.80229967085421E+003,6.56084921299434E+003
1.07400000000001E-006,1.99790000000000E+004,6.79867036210623E+003,6.39380837694117E+003,6.93970134202287E+000,6.78196346557222E+003,6.56055426745604E+003
1.07600000000001E-006,1.99790000000000E+004,6.79920911017315E+003,6.39355388794826E+003,6.93966186166031E+000,6.78216460319454E+003,6.56057596280038E+003
1.07800000000001E-006,1.99790000000000E+004,6.78974579253979E+003,6.39713938311160E+003,6.94021783057622E+000,6.78214019028574E+003,6.56027048090824E+003
1.08000000000001E-006,1.99790000000000E+004,6.78772726372018E+003,6.39703734638861E+003,6.94020201673183E+000,6.78557267744378E+003,6.56027917524324E+003
1.08200000000001E-006,1.99790000000000E+004,6.78888909493074E+003,6.39946727819490E+003,6.94057848451242E+000,6.77419320907030E+003,6.56007233719147E+003
1.08400000000001E-006,1.99790000000000E+004,6.78693377114892E+003,6.39994664003797E+003,6.94065272027811E+000,6.77522510359732E+003,6.56003155040516E+003
1.08600000000001E-006,1.99790000000000E+004,6.77957829224014E+003,6.40108917155594E+003,6.94082961520197E+000,6.78172721730060E+003,6.55993437031225E+003
1.08800000000001E-006,1.99790000000000E+004,6.77051215528473E+003,6.40258037839525E+003,6.94106040604039E+000,6.78941247809183E+003,6.55980758152638E+003
1.09000000000001E-006,1.99790000000000E+004,6.77656326341191E+003,6.40279256913083E+003,6.94109323819763E+000,6.77949428629497E+003,6.55978954417953E+003
1.09200000000000E-006,1.99790000000000E+004,6.77366072224501E+003,6.40404431592723E+003,6.94128687904183E+000,6.77888384457918E+003,6.55968317588286E+003
1.09400000000000E-006,1.99790000000000E+004,6.77118399186264E+003,6.40476295374768E+003,6.94139801792461E+000,6.77974887658600E+003,6.55962212159768E+003
1.09600000000000E-006,1.99790000000000E+004,6.76038258725508E+003,6.40646351671350E+003,6.94166092109388E+000,6.78920670700702E+003,6.55947770831428E+003
1.09800000000000E-006,1.99790000000000E+004,6.76261731090453E+003,6.40543278659454E+003,6.94150158808843E+000,6.78994239669676E+003,6.55956522794265E+003
1.10000000000000E-006,1.99790000000000E+004,6.75582685413076E+003,6.40411609227815E+003,6.94129798045351E+000,6.80534996083033E+003,6.55967707280999E+003
1.10200000000000E-006,1.99790000000000E+004,6.76365164417890E+003,6.40585749018038E+003,6.94156724568709E+000,6.78670656123287E+003,6.55952916210965E+003
1.10400000000000E-006,1.99790000000000E+004,6.75782759175279E+003,6.40492655118503E+003,6.94142331537222E+000,6.79913468051472E+003,6.55960822786463E+003
1.10600000000000E-006,1.99790000000000E+004,6.76577902113914E+003,6.40682991754474E+003,6.94171754879976E+000,6.77965894341252E+003,6.55944660396955E+003
1.10800000000000E-006,1.99790000000000E+004,6.75810488729573E+003,6.40986448618945E+003,6.94218631327253E+000,6.77913520849519E+003,6.55918912417039E+003
1.11000000000000E-006,1.99790000000000E+004,6.75957742290375E+003,6.41378911287672E+003,6.94279195625769E+000,6.76136143486442E+003,6.55885649581381E+003
1.11200000000000E-006,1.99790000000000E+004,6.77291244617970E+003,6.41491682712005E+003,6.94296585582772E+000,6.73688639281801E+003,6.55876099525326E+003
1.11400000000000E-006,1.99790000000000E+004,6.77124556950998E+003,6.41542575908947E+003,6.94304431720105E+000,6.73736827747072E+003,6.55871790659991E+003
1.11600000000000E-006,1.99790000000000E+004,6.77882629851105E+003,6.41358613462058E+003,6.94276064987222E+000,6.73329311669849E+003,6.55887368635979E+003
1.11800000000000E-006,1.99790000000000E+004,6.78537120917782E+003,6.41607507783374E+003,6.94314440497688E+000,6.71360458397327E+003,6.55866293816319E+003
1.12000000000000E-006,1.99790000000000E+004,6.77240765811020E+003,6.41684957954059E+003,6.94326376411014E+000,6.72997823831885E+003,6.55859739543935E+003
1.12200000000000E-006,1.99790000000000E+004,6.77564021783749E+003,6.41705220807223E+003,6.94329498693814E+000,6.72432575189873E+003,6.55858024692561E+003
1.12400000000000E-006,1.99790000000000E+004,6.78022667501881E+003,6.41906776236856E+003,6.94360546165862E+000,6.70945230768037E+003,6.55840975871271E+003
1.12600000000000E-006,1.99790000000000E+004,6.78760043595863E+003,6.41976114639917E+003,6.94371222809357E+000,6.69564166777220E+003,6.55835113247828E+003
1.12800000000000E-006,1.99790000000000E+004,6.78191274209540E+003,6.42217803716312E+003,6.94408421002435E+000,6.69458764973028E+003,6.55814688260781E+003
1.13000000000000E-006,1.99790000000000E+004,6.77886277566134E+003,6.42154191591689E+003,6.94398633036327E+000,6.70168547940538E+003,6.55820062106468E+003
1.13200000000000E-006,1.99790000000000E+004,6.77751629401746E+003,6.42213343808675E+003,6.94407734817569E+000,6.70135919356250E+003,6.55815064823918E+003
1.13400000000000E-006,1.99790000000000E+004,6.78030190473393E+003,6.42353836421187E+003,6.94429346223751E+000,6.69160870381044E+003,6.55803198711574E+003
1.13600000000000E-006,1.99790000000000E+004,6.78329306563075E+003,6.42347346270826E+003,6.94428348064486E+000,6.68737939076493E+003,6.55803747129742E+003
1.13800000000000E-006,1.99790000000000E+004,6.77201013384608E+003,6.42349844960308E+003,6.94428732355198E+000,6.70420466636376E+003,6.55803535772666E+003
1.14000000000000E-006,1.99790000000000E+004,6.78431894475990E+003,6.42470910377134E+003,6.94447348503897E+000,6.68093988735226E+003,6.55793315019923E+003
1.14200000000000E-006,1.99790000000000E+004,6.79295879994935E+003,6.42473824134372E+003,6.94447796469822E+000,6.66786454422975E+003,6.55793069113440E+003
1.14400000000000E-006,1.99790000000000E+004,6.79073571837523E+003,6.42672697729327E+003,6.94478362681604E+000,6.66331156861304E+003,6.55776287168750E+003
1.14600000000000E-006,1.99790000000000E+004,6.79082387747821E+003,6.42753982905196E+003,6.94490850867629E+000,6.65995545889396E+003,6.55769431318497E+003
1.14800000000000E-006,1.99790000000000E+004,6.79150697740575E+003,6.42575180735261E+003,6.94463376846750E+000,6.66602235412502E+003,6.55784515021168E+003
1.15000000000000E-006,1.99790000000000E+004,6.79018970219022E+003,6.42656694152379E+003,6.94475903637317E+000,6.66476532636069E+003,6.55777637378614E+003
1.15200000000000E-006,1.99790000000000E+004,6.78089344484874E+003,6.43020563162345E+003,6.94531786068932E+000,6.66427814222426E+003,6.55746959216487E+003
1.15400000000000E-006,1.99790000000000E+004,6.75750177540829E+003,6.43002837652424E+003,6.94529065178955E+000,6.70006865554454E+003,6.55748452632204E+003
1.15600000000000E-006,1.99790000000000E+004,6.75594344878633E+003,6.42916406004515E+003,6.94515795799420E+000,6.70583417490838E+003,6.55755737232643E+003
1.15800000000000E-006,1.99790000000000E+004,6.74623841589102E+003,6.42965584631106E+003,6.94523346333525E+000,6.71844121521685E+003,6.55751592131415E+003
1.16000000000000E-006,1.99790000000000E+004,6.74775892088254E+003,6.43050715856091E+003,6.94536414227360E+000,6.71278398743574E+003,6.55744418004094E+003
1.16200000000000E-006,1.99790000000000E+004,6.74373691480336E+003,6.43114604078998E+003,6.94546219139508E+000,6.71628308594837E+003,6.55739035751832E+003
1.16400000000000E-006,1.99790000000000E+004,6.75111293143459E+003,6.42979967511119E+003,6.94525554374427E+000,6.71055897691324E+003,6.55750379721958E+003
1.16600000000000E-006,1.99790000000000E+004,6.76086376664057E+003,6.42837645287302E+003,6.94503701199664E+000,6.70157745106757E+003,6.55762376589024E+003
1.16800000000000E-006,1.99790000000000E+004,6.75590526942424E+003,6.42621897485473E+003,6.94470556529595E+000,6.71757207461369E+003,6.55780573307446E+003
1.17000000000000E-006,1.99790000000000E+004,6.75876749265948E+003,6.42626546980599E+003,6.94471271035915E+000,6.71309430810759E+003,6.55780180586212E+003
1.17200000000000E-006,1.99790000000000E+004,6.77577834414925E+003,6.42571665083760E+003,6.94462836503042E+000,6.68975474242008E+003,6.55784811737368E+003
1.17400000000000E-006,1.99790000000000E+004,6.78468478492709E+003,6.42722332838416E+003,6.94485988683774E+000,6.67041938877621E+003,6.55772100731722E+003
1.17600000000000E-006,1.99790000000000E+004,6.78835869676391E+003,6.42721949061799E+003,6.94485929724052E+000,6.66492375301458E+003,6.55772133282814E+003
1.17800000000000E-006,1.99790000000000E+004,6.78825853751561E+003,6.42605577315825E+003,6.94468048468241E+000,6.66968945011818E+003,6.55781950254475E+003
1.18000000000000E-006,1.99790000000000E+004,6.77554461960342E+003,6.42546475716858E+003,6.94458964821603E+000,6.69110434020034E+003,6.55786936879157E+003
1.18200000000000E-006,1.99790000000000E+004,6.77082125908030E+003,6.42788408680071E+003,6.94496138957838E+000,6.68859401685267E+003,6.55766528293712E+003
1.18400000000000E-006,1.99790000000000E+004,6.76119362402342E+003,6.42940582090710E+003,6.94519507757093E+000,6.69700004924677E+003,6.55753699466266E+003
1.18600000000000E-006,1.99790000000000E+004,6.76201751956055E+003,6.42922464521224E+003,6.94516726038837E+000,6.69648278244642E+003,6.55755226625749E+003
1.18800000000000E-006,1.99790000000000E+004,6.77080863746613E+003,6.42915508685088E+003,6.94515658021420E+000,6.68357196123648E+003,6.55755812538095E+003
1.19000000000000E-006,1.99790000000000E+004,6.76383619466749E+003,6.42911835657565E+003,6.94515094046400E+000,6.69417632642047E+003,6.55756122528548E+003
1.19200000000000E-006,1.99790000000000E+004,6.76278752036059E+003,6.43024136794485E+003,6.94532334609408E+000,6.69129525809705E+003,6.55746657512592E+003
1.19400000000000E-006,1.99790000000000E+004,6.75290725025435E+003,6.43090431674114E+003,6.94542509619172E+000,6.70348629441912E+003,6.55741071929498E+003
1.19600000000000E-006,1.99790000000000E+004,6.75841213379484E+003,6.43102695959950E+003,6.94544391740673E+000,6.69474254836661E+003,6.55740038787540E+003
1.19800000000000E-006,1.99790000000000E+004,6.74945514135183E+003,6.43375232577442E+003,6.94586198933250E+000,6.69736873526427E+003,6.55717090092860E+003
1.20000000000000E-006,1.99790000000000E+004,6.75717488397515E+003,6.43371172091992E+003,6.94585576295959E+000,6.68595015841824E+003,6.55717431693882E+003
1.20200000000000E-006,1.99790000000000E+004,6.75820025011804E+003,6.43359795922307E+003,6.94583831828210E+000,6.68486330596047E+003,6.55718389156407E+003
1.20400000000000E-006,1.99790000000000E+004,6.76424743260178E+003,6.43451328946201E+003,6.94597866241346E+000,6.67216215233597E+003,6.55710685810575E+003
1.20600000000000E-006,1.99790000000000E+004,6.74747490882012E+003,6.43374975806037E+003,6.94586159559984E+000,6.70034925774418E+003,6.55717111531014E+003
1.20800000000000E-006,1.99790000000000E+004,6.74709150851587E+003,6.43363664059285E+003,6.94584424990390E+000,6.70137301729260E+003,6.55718063851333E+003
1.21000000000000E-006,1.99790000000000E+004,6.74690859213196E+003,6.43304395881019E+003,6.94575335740380E+000,6.70399806207218E+003,6.55723052637982E+003
1.21200000000000E-006,1.99790000000000E+004,6.75366794306232E+003,6.43479821368924E+003,6.94602234117381E+000,6.68690129605004E+003,6.55708287975804E+003
1.21400000000000E-006,1.99790000000000E+004,6.75093418857109E+003,6.43561748013143E+003,6.94614791427573E+000,6.68775255494541E+003,6.55701395750251E+003
1.21600000000000E-006,1.99790000000000E+004,6.75841757321460E+003,6.43586055706187E+003,6.94618516617040E+000,6.67556338968745E+003,6.55699351235937E+003
1.21800000000000E-006,1.99790000000000E+004,6.75176647301350E+003,6.43566788647506E+003,6.94615563933712E+000,6.68630421837641E+003,6.55700971954517E+003
1.22000000000000E-006,1.99790000000000E+004,6.73951030333120E+003,6.43703641364290E+003,6.94636533087858E+000,6.69926055258353E+003,6.55689462216806E+003
1.22200000000000E-006,1.99790000000000E+004,6.73253197432557E+003,6.43784906292951E+003,6.94648980912297E+000,6.70650487676416E+003,6.55682630097747E+003
1.22400000000000E-006,1.99790000000000E+004,6.72943374000407E+003,6.43667956581233E+003,6.94631066115083E+000,6.71579075469917E+003,6.55692463067744E+003
1.22600000000000E-006,1.99790000000000E+004,6.73176388671794E+003,6.43664877165023E+003,6.94630594316509E+000,6.71241767787879E+003,6.55692722128113E+003
1.22800000000000E-006,1.99790000000000E+004,6.73220056380144E+003,6.43820728204823E+003,6.94654467033782E+000,6.70558121673576E+003,6.55679619237578E+003
1.23000000000000E-006,1.99790000000000E+004,6.73008839145360E+003,6.43799395010640E+003,6.94651199926211E+000,6.70959559468292E+003,6.55681412232757E+003
1.23200000000000E-006,1.99790000000000E+004,6.73947093002357E+003,6.43952474943982E+003,6.94674639136224E+000,6.68945026272766E+003,6.55668548278718E+003
1.23400000000000E-006,1.99790000000000E+004,6.73990912906722E+003,6.44028234472834E+003,6.94686235399940E+000,6.68578812808429E+003,6.55662183860919E+003
1.23600000000000E-006,1.99790000000000E+004,6.73108140133979E+003,6.43865595096524E+003,6.94661337590061E+000,6.70548041690753E+003,6.55675848250396E+003
