366
4       0    1   2   0.0
6   19224    2   2   0.0
4   19233    3   2   0.0
2   28839    4   2   0.0
4   28839    5   2   0.0
2   83284    6   3   0.0
4   83318    7   3   0.0
6   83365    8   3   0.0
2   86137    9   3   0.0
4   86221   10   3   0.0
6   88107   11   2   0.0
4   88151   12   2   0.0
2   88171   13   2   0.0
2   93582   14   3   0.0
2   94771   15   3   0.0
4   94793   16   3   0.0
6   94831   17   3   0.0
8   94882   18   3   0.0
2   95475   19   3   0.0
4   95494   20   3   0.0
6   95532   21   3   0.0
4   96751   22   3   0.0
4   96788   23   3   0.0
6   96864   24   3   0.0
2   97770   25   3   0.0
4   97806   26   3   0.0
6   99663   27   3   0.0
4   99664   28   3   0.0
2   103620   29   4   0.0
4   103670   30   4   0.0
6   103740   31   4   0.0
2   104140   32   4   0.0
4   104220   33   4   0.0
4   104620   34   3   0.0
2   104650   35   3   0.0
4   104660   36   3   0.0
6   104680   37   3   0.0
8   104720   38   3   0.0
10   104770   39   3   0.0
6   104810   40   3   0.0
6   104830   41   3   0.0
4   104860   42   3   0.0
8   104880   43   3   0.0
2   104890   44   3   0.0
2   104980   45   3   0.0
4   105000   46   3   0.0
6   105010   47   3   0.0
8   105020   48   3   0.0
4   105120   49   3   0.0
6   105140   50   3   0.0
2   106480   51   4   0.0
2   106760   52   4   0.0
4   106780   53   4   0.0
6   106810   54   4   0.0
8   106870   55   4   0.0
2   106980   56   4   0.0
4   107000   57   4   0.0
6   107040   58   4   0.0
4   107180   59   4   0.0
6   107250   60   4   0.0
4   107450   61   4   0.0
2   107590   62   4   0.0
4   107630   63   4   0.0
2   109810   64   5   0.0
4   109860   65   5   0.0
6   109930   66   5   0.0
2   110040   67   5   0.0
4   110100   68   5   0.0
4   110190   69   4   0.0
6   110210   70   4   0.0
4   110220   71   4   0.0
2   110250   72   4   0.0
8   110250   73   4   0.0
6   110290   74   4   0.0
6   110300   75   4   0.0
10   110300   76   4   0.0
4   110320   77   4   0.0
6   110350   78   4   0.0
8   110350   79   4   0.0
2   110350   80   4   0.0
8   110360   81   4   0.0
6   110390   82   4   0.0
8   110390   83   4   0.0
2   110390   84   4   0.0
4   110400   85   4   0.0
6   110400   86   4   0.0
10   110400   87   4   0.0
8   110400   88   4   0.0
8   110400   89   4   0.0
4   110400   90   4   0.0
6   110400   91   4   0.0
4   110450   92   4   0.0
2   110460   93   4   0.0
4   110460   94   4   0.0
6   110470   95   4   0.0
12   110470   96   4   0.0
10   110470   97   4   0.0
4   110490   98   4   0.0
6   110490   99   4   0.0
8   110500   100   4   0.0
6   110500   101   4   0.0
10   110500   102   4   0.0
8   110500   103   4   0.0
4   110520   104   3   0.0
6   110540   105   3   0.0
6   110710   106   3   0.0
8   110720   107   3   0.0
2   111060   108   5   0.0
2   111140   109   5   0.0
4   111170   110   5   0.0
2   111200   111   5   0.0
6   111200   112   5   0.0
4   111210   113   5   0.0
8   111260   114   5   0.0
2   111270   115   5   0.0
4   111290   116   5   0.0
6   111330   117   5   0.0
4   111500   118   5   0.0
4   111850   119   5   0.0
6   111910   120   5   0.0
2   112290   121   3   0.0
4   112320   122   3   0.0
2   112570   123   6   0.0
4   112610   124   6   0.0
6   112680   125   6   0.0
2   112690   126   6   0.0
4   112740   127   6   0.0
4   112760   128   5   0.0
6   112760   129   5   0.0
8   112800   130   5   0.0
4   112800   131   5   0.0
2   112810   132   5   0.0
6   112810   133   5   0.0
6   112820   134   5   0.0
8   112830   135   5   0.0
6   112830   136   5   0.0
4   112840   137   5   0.0
10   112860   138   5   0.0
8   112870   139   5   0.0
2   112870   140   5   0.0
10   112880   141   5   0.0
8   112880   142   5   0.0
4   112880   143   5   0.0
6   112880   144   5   0.0
8   112890   145   5   0.0
2   112900   146   5   0.0
4   112910   147   5   0.0
6   112910   148   5   0.0
8   112910   149   5   0.0
4   112930   150   5   0.0
6   112950   151   5   0.0
2   112950   152   5   0.0
4   112950   153   5   0.0
12   112950   154   5   0.0
10   112950   155   5   0.0
6   112960   156   5   0.0
4   112960   157   5   0.0
8   112970   158   5   0.0
10   112970   159   5   0.0
8   112970   160   5   0.0
6   113310   161   6   0.0
4   113350   162   6   0.0
8   113370   163   6   0.0
6   113400   164   6   0.0
2   114030   165   7   0.0
4   114070   166   7   0.0
2   114110   167   7   0.0
4   114120   168   6   0.0
6   114130   169   6   0.0
6   114150   170   7   0.0
4   114170   171   6   0.0
6   114170   172   6   0.0
8   114170   173   6   0.0
8   114180   174   6   0.0
6   114180   175   6   0.0
2   114180   176   6   0.0
6   114190   177   6   0.0
4   114200   178   6   0.0
4   114210   179   7   0.0
8   114220   180   6   0.0
6   114220   181   6   0.0
10   114220   182   6   0.0
8   114220   183   6   0.0
6   114220   184   6   0.0
4   114220   185   6   0.0
10   114250   186   6   0.0
2   114250   187   6   0.0
8   114260   188   6   0.0
2   114270   189   6   0.0
4   114270   190   6   0.0
6   114270   191   6   0.0
8   114270   192   6   0.0
4   114280   193   6   0.0
6   114290   194   6   0.0
2   114300   195   6   0.0
4   114300   196   6   0.0
10   114300   197   6   0.0
12   114300   198   6   0.0
4   114300   199   6   0.0
6   114300   200   6   0.0
6   114310   201   6   0.0
8   114310   202   6   0.0
10   114310   203   6   0.0
8   114310   204   6   0.0
8   114550   205   7   0.0
2   114890   206   8   0.0
4   114940   207   8   0.0
4   114950   208   7   0.0
6   114960   209   7   0.0
2   114960   210   8   0.0
4   114990   211   7   0.0
6   115000   212   7   0.0
8   115000   213   7   0.0
2   115010   214   7   0.0
6   115010   215   7   0.0
4   115020   216   7   0.0
6   115020   217   8   0.0
4   115030   218   8   0.0
10   115080   219   7   0.0
8   115090   220   7   0.0
2   115090   221   7   0.0
8   115090   222   7   0.0
4   115090   223   7   0.0
6   115090   224   7   0.0
4   115100   225   7   0.0
6   115110   226   7   0.0
2   115450   227   9   0.0
4   115480   228   9   0.0
2   115480   229   9   0.0
4   115500   230   9   0.0
6   115500   231   8   0.0
2   115530   232   8   0.0
4   115540   233   8   0.0
8   115540   234   8   0.0
6   115540   235   8   0.0
6   115580   236   9   0.0
4   115600   237   8   0.0
10   115610   238   8   0.0
2   115620   239   8   0.0
4   115620   240   8   0.0
