580
5   0   1   2   0.0
3   158.26   2   2   0.0
1   226.98   3   2   0.0
5   15868   4   2   0.0
1   33793   5   2   0.0
5   73768   6   3   0.0
3   76795   7   3   0.0
3   86626   8   3   0.0
5   86628   9   3   0.0
7   86631   10   3   0.0
3   88631   11   3   0.0
5   88631   12   3   0.0
1   88631   13   3   0.0
5   95477   14   4   0.0
3   96225   15   4   0.0
9   97421   16   3   0.0
7   97421   17   3   0.0
5   97421   18   3   0.0
3   97421   19   3   0.0
1   97421   20   3   0.0
3   97488   21   3   0.0
5   97488   22   3   0.0
7   97489   23   3   0.0
3   99093   24   4   0.0
5   99094   25   4   0.0
7   99095   26   4   0.0
3   99681   27   4   0.0
5   99681   28   4   0.0
1   99681   29   4   0.0
7   101140   30   3   0.0
5   101150   31   3   0.0
3   101160   32   3   0.0
5   102120   33   5   0.0
3   102410   34   5   0.0
5   102660   35   3   0.0
9   102870   36   4   0.0
7   102870   37   4   0.0
5   102870   38   4   0.0
3   102870   39   4   0.0
1   102870   40   4   0.0
7   102910   41   4   0.0
5   102910   42   4   0.0
3   102910   43   4   0.0
11   102970   44   4   0.0
9   102970   45   4   0.0
7   102970   46   4   0.0
5   102970   47   4   0.0
3   102970   48   4   0.0
7   102970   49   4   0.0
5   102970   50   4   0.0
9   102970   51   4   0.0
3   103630   52   5   0.0
5   103630   53   5   0.0
7   103630   54   5   0.0
5   103870   55   5   0.0
3   103870   56   5   0.0
1   103870   57   5   0.0
5   105020   58   6   0.0
3   105170   59   6   0.0
9   105390   60   5   0.0
7   105390   61   5   0.0
5   105390   62   5   0.0
3   105390   63   5   0.0
1   105390   64   5   0.0
5   105410   65   5   0.0
7   105410   66   5   0.0
3   105410   67   5   0.0
5   105440   68   5   0.0
9   105440   69   5   0.0
3   105440   70   5   0.0
7   105440   71   5   0.0
11   105440   72   5   0.0
9   105440   73   5   0.0
5   105440   74   5   0.0
7   105440   75   5   0.0
3   105790   76   6   0.0
5   105790   77   6   0.0
7   105790   78   6   0.0
1   105910   79   6   0.0
5   105910   80   6   0.0
3   105910   81   6   0.0
5   106550   82   7   0.0
3   106630   83   7   0.0
9   106750   84   6   0.0
7   106750   85   6   0.0
5   106750   86   6   0.0
3   106750   87   6   0.0
1   106750   88   6   0.0
3   106770   89   6   0.0
5   106770   90   6   0.0
7   106770   91   6   0.0
9   106790   92   6   0.0
7   106790   93   6   0.0
5   106790   94   6   0.0
3   106790   95   6   0.0
11   106790   96   6   0.0
7   106790   97   6   0.0
5   106790   98   6   0.0
9   106790   99   6   0.0
13   106790   100   2   0.0
7   106790   101   2   0.0
11   106790   102   2   0.0
9   106790   103   2   0.0
7   106790   104   2   0.0
9   106790   105   2   0.0
11   106790   106   2   0.0
5   106790   107   2   0.0
5   107450   108   8   0.0
3   107500   109   8   0.0
9   107570   110   7   0.0
7   107570   111   7   0.0
5   107570   112   7   0.0
3   107570   113   7   0.0
1   107570   114   7   0.0
5   107580   115   7   0.0
3   107580   116   7   0.0
7   107580   117   7   0.0
11   107600   118   7   0.0
3   107600   119   7   0.0
7   107600   120   7   0.0
5   107600   121   7   0.0
9   107600   122   7   0.0
9   107600   123   7   0.0
7   107600   124   7   0.0
5   107600   125   7   0.0
5   108020   126   9   0.0
3   108060   127   9   0.0
9   108110   128   8   0.0
7   108110   129   8   0.0
5   108110   130   8   0.0
3   108110   131   8   0.0
1   108110   132   8   0.0
5   108110   133   8   0.0
3   108110   134   8   0.0
7   108110   135   8   0.0
5   108410   136   10   0.0
3   108440   137   10   0.0
7   108470   138   9   0.0
1   108470   139   9   0.0
9   108470   140   9   0.0
5   108470   141   9   0.0
3   108470   142   9   0.0
3   108480   143   9   0.0
5   108480   144   9   0.0
7   108480   145   9   0.0
3   108710   146   11   0.0
1   108730   147   10   0.0
3   108730   148   10   0.0
5   108730   149   10   0.0
7   108730   150   10   0.0
9   108730   151   10   0.0
7   108740   152   10   0.0
5   108740   153   10   0.0
3   108740   154   10   0.0
3   108910   155   12   0.0
5   108930   156   11   0.0
3   108930   157   11   0.0
7   108930   158   11   0.0
3   109060   159   13   0.0
7   109070   160   12   0.0
3   109070   161   12   0.0
5   109070   162   12   0.0
3   109170   163   14   0.0
7   109190   164   13   0.0
3   109190   165   13   0.0
5   109190   166   13   0.0
3   109270   167   15   0.0
5   109280   168   14   0.0
7   109280   169   14   0.0
3   109280   170   14   0.0
3   109340   171   16   0.0
3   109350   172   15   0.0
5   109350   173   15   0.0
7   109350   174   15   0.0
3   109400   175   17   0.0
7   109410   176   16   0.0
5   109410   177   16   0.0
3   109410   178   16   0.0
3   109450   179   18   0.0
3   109460   180   17   0.0
7   109460   181   17   0.0
5   109460   182   17   0.0
3   109490   183   18   0.0
5   109500   184   18   0.0
3   109500   185   19   0.0
7   109500   186   18   0.0
3   109530   187   19   0.0
5   109530   188   19   0.0
7   109530   189   19   0.0
3   109530   190   10   0.0
3   109560   191   10   0.0
7   109560   192   10   0.0
5   109560   193   10   0.0
3   109560   194   11   0.0
3   109590   195   12   0.0
7   109590   196   11   0.0
5   109590   197   11   0.0
3   109590   198   11   0.0
3   109610   199   13   0.0
3   109610   200   12   0.0
5   109610   201   12   0.0
7   109610   202   12   0.0
5   109630   203   13   0.0
3   109630   204   13   0.0
3   109630   205   14   0.0
7   109630   206   13   0.0
7   109650   207   14   0.0
3   109650   208   14   0.0
5   109650   209   14   0.0
3   109650   210   15   0.0
3   109660   211   15   0.0
7   109660   212   15   0.0
3   109660   213   16   0.0
5   109660   214   15   0.0
7   109670   215   16   0.0
3   109670   216   16   0.0
3   109670   217   17   0.0
5   109670   218   16   0.0
7   109690   219   17   0.0
3   109690   220   18   0.0
5   109690   221   17   0.0
3   109690   222   17   0.0
7   109700   223   18   0.0
3   109700   224   19   0.0
5   109700   225   18   0.0
3   109700   226   18   0.0
7   109710   227   19   0.0
3   109710   228   19   0.0
3   109710   229   10   0.0
5   109710   230   19   0.0
5   109710   231   10   0.0
3   109710   232   11   0.0
7   109710   233   10   0.0
3   109710   234   10   0.0
3   113200   235   3   0.0
7   113290   236   3   0.0
5   113290   237   3   0.0
3   113300   238   3   0.0
9   113710   239   3   0.0
7   113720   240   3   0.0
5   113730   241   3   0.0
5   113910   242   3   0.0
3   113920   243   3   0.0
1   113930   244   3   0.0
7   114000   245   3   0.0
3   115920   246   3   0.0
5   116630   247   3   0.0
7   122420   248   4   0.0
5   122430   249   4   0.0
3   122440   250   4   0.0
5   122800   251   4   0.0
5   123300   252   3   0.0
3   123360   253   3   0.0
1   123390   254   3   0.0
9   124210   255   3   0.0
7   124220   256   3   0.0
5   124220   257   3   0.0
9   124240   258   3   0.0
11   124240   259   3   0.0
1   124240   260   3   0.0
7   124250   261   3   0.0
7   124250   262   3   0.0
5   124260   263   3   0.0
9   124260   264   3   0.0
3   124260   265   3   0.0
3   124270   266   3   0.0
5   124320   267   3   0.0
7   124330   268   3   0.0
3   124340   269   3   0.0
7   125780   270   4   0.0
3   125780   271   4   0.0
5   125780   272   4   0.0
5   126270   273   2   0.0
3   126340   274   2   0.0
1   126380   275   2   0.0
7   127280   276   3   0.0
5   127290   277   3   0.0
3   127290   278   3   0.0
3   127670   279   3   0.0
5   128590   280   3   0.0
7   128980   281   5   0.0
5   128990   282   5   0.0
3   129000   283   5   0.0
5   129130   284   5   0.0
9   129670   285   4   0.0
9   129680   286   4   0.0
11   129680   287   4   0.0
