001-TIME,002-nPart-Spec-001     ,003-nPart-Spec-002     ,004-nPart-Spec-003     ,005-nPart-Spec-004     ,006-nPartIn-Spec-001     ,007-nPartIn-Spec-002     ,008-nPartIn-Spec-003     ,009-nPartIn-Spec-004     ,010-nPartOut-Spec-001     ,011-nPartOut-Spec-002     ,012-nPartOut-Spec-003     ,013-nPartOut-Spec-004     ,014-Ekin-001     ,015-Ekin-002     ,016-Ekin-003     ,017-Ekin-004     ,018-E-kin+pot     ,019-TempTra-001     ,020-TempTra-002     ,021-TempTra-003     ,022-TempTra-004     ,023-EkinIn-001     ,024-EkinIn-002     ,025-EkinIn-003     ,026-EkinIn-004     ,027-EkinOut-001     ,028-EkinOut-002     ,029-EkinOut-003     ,030-EkinOut-004     ,031-E-Vib001     ,032-E-Vib002     ,033-E-Vib003     ,034-E-Vib004     ,035-E-Rot001     ,036-E-Rot002     ,037-E-Rot003     ,038-E-Rot004     ,039-E-Elec001     ,040-E-Elec002     ,041-E-Elec003     ,042-E-Elec004     ,043-E-TotalPart     ,044-E-Tot     ,045-TempVib001     ,046-TempVib002     ,047-TempVib003     ,048-XiVibMean001     ,049-XiVibMean002     ,050-XiVibMean003     ,051-TempRot001     ,052-TempRot002     ,053-TempRot003     ,054-TempElec001     ,055-TempElec002     ,056-TempElec003     ,057-XiElecMean001     ,058-XiElecMean002     ,059-XiElecMean003     ,060-TempTotal001     ,061-TempTotal002     ,062-TempTotal003     ,063-TempTotal004     ,064-Pmean     ,065-Pmax     ,066-MeanFreePath     ,067-CollRate001+001     ,068-CollRate001+002     ,069-CollRate001+003     ,070-CollRate002+002     ,071-CollRate002+003     ,072-CollRate003+003     ,073-TotalCollRate      
    2.00000000000002E-006,    0.00000000000000E+000,    0.00000000000000E+000,    1.99790000000000E+004,    1.99790000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.37171419477868E-012,    2.37171419477868E-012,    2.37171419477868E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.14637316049351E+004,    1.14637316049351E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.64042518424008E-012,    1.64042518424008E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.59585138456003E-012,    1.59585138456003E-012,    0.00000000000000E+000,    0.00000000000000E+000,    5.20112993071312E-013,    5.20112993071312E-013,    6.12810375665010E-012,    6.12810375665010E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.18230884111705E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.74348549849938E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.15708554901666E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.06326574455783E+004,    0.00000000000000E+000,    0.00000000000000E+000,    7.09355991364964E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.14974440778295E+004,    1.14974440778295E+004,    3.54572068808392E-001,    6.14567938585334E-001,    3.33443134304861E-005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.39917500000000E+013,    4.39917500000000E+013 
    2.20000000000001E-006,    0.00000000000000E+000,    0.00000000000000E+000,    1.99790000000000E+004,    1.99790000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.37897602403392E-012,    2.37897602403392E-012,    2.37897602403392E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.14991992758479E+004,    1.14991992758479E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.63676525750824E-012,    1.63676525750824E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.58339788817889E-012,    1.58339788817889E-012,    0.00000000000000E+000,    0.00000000000000E+000,    5.28964554387287E-013,    5.28964554387287E-013,    6.12810372410834E-012,    6.12810372410834E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.17963916126367E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.74293213133491E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.14805603609537E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.07608718417109E+004,    0.00000000000000E+000,    0.00000000000000E+000,    7.12824180037094E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.14930846172209E+004,    1.14930846172209E+004,    3.54424035091098E-001,    6.32034307086222E-001,    3.33412786515754E-005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.42120000000000E+013,    4.42120000000000E+013 
    2.40000000000000E-006,    0.00000000000000E+000,    0.00000000000000E+000,    1.99790000000000E+004,    1.99790000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.37495570757945E-012,    2.37495570757945E-012,    2.37495570757945E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.14794727138517E+004,    1.14794727138517E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.62738532552486E-012,    1.62738532552486E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.59658200555378E-012,    1.59658200555378E-012,    0.00000000000000E+000,    0.00000000000000E+000,    5.29180730759302E-013,    5.29180730759302E-013,    6.12810376941738E-012,    6.12810376941738E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.17279677372273E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.74150291441054E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.15761529195003E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.07640578922172E+004,    0.00000000000000E+000,    0.00000000000000E+000,    7.12908982880592E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.14950459834124E+004,    1.14950459834124E+004,    3.53522915070184E-001,    6.53980385783077E-001,    3.33426441380788E-005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.40532500000000E+013,    4.40532500000000E+013 
    2.60000000000000E-006,    0.00000000000000E+000,    0.00000000000000E+000,    1.99790000000000E+004,    1.99790000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.37606014517597E-012,    2.37606014517597E-012,    2.37606014517597E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.14845553876876E+004,    1.14845553876876E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.62878793217658E-012,    1.62878793217658E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.58142160270795E-012,    1.58142160270795E-012,    0.00000000000000E+000,    0.00000000000000E+000,    5.41834055843476E-013,    5.41834055843476E-013,    6.12810373590398E-012,    6.12810373590398E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.17381996523321E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.74171764294711E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.14662311359313E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.09479798987177E+004,    0.00000000000000E+000,    0.00000000000000E+000,    7.17694075123465E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.14872407385863E+004,    1.14872407385863E+004,    3.52560430341862E-001,    6.29246464781509E-001,    3.33372091426323E-005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.42477500000000E+013,    4.42477500000000E+013 
    2.79999999999999E-006,    0.00000000000000E+000,    0.00000000000000E+000,    1.99790000000000E+004,    1.99790000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.39297656641767E-012,    2.39297656641767E-012,    2.39297656641767E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.15666324349279E+004,    1.15666324349279E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.60777074812968E-012,    1.60777074812968E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.58414855012915E-012,    1.58414855012915E-012,    0.00000000000000E+000,    0.00000000000000E+000,    5.43207893200044E-013,    5.43207893200044E-013,    6.12810375787654E-012,    6.12810375787654E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.15848692591763E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.73846206097838E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.14860030989382E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.09679651246209E+004,    0.00000000000000E+000,    0.00000000000000E+000,    7.18201196146279E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.14915964296836E+004,    1.14915964296836E+004,    3.54807556443547E-001,    6.19086566412886E-001,    3.33402424698650E-005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.41387500000000E+013,    4.41387500000000E+013 
    2.99999999999998E-006,    0.00000000000000E+000,    0.00000000000000E+000,    1.99790000000000E+004,    1.99790000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.37656975800297E-012,    2.37656975800297E-012,    2.37656975800297E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.14864705969061E+004,    1.14864705969061E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.60939251207073E-012,    1.60939251207073E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.58950619051561E-012,    1.58950619051561E-012,    0.00000000000000E+000,    0.00000000000000E+000,    5.52635312168918E-013,    5.52635312168918E-013,    6.12810377275823E-012,    6.12810377275823E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.15967016920862E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.73871620545174E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.15248491238750E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.11054480313173E+004,    0.00000000000000E+000,    0.00000000000000E+000,    7.21623613386858E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.14855943318500E+004,    1.14855943318500E+004,    3.53257376542921E-001,    6.53896103429848E-001,    3.33360623482747E-005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.40002500000000E+013,    4.40002500000000E+013 
    3.19999999999998E-006,    0.00000000000000E+000,    0.00000000000000E+000,    1.99790000000000E+004,    1.99790000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.37613698362158E-012,    2.37613698362158E-012,    2.37613698362158E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.14850015690033E+004,    1.14850015690033E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.59602391742151E-012,    1.59602391742151E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.60041022424847E-012,    1.60041022424847E-012,    0.00000000000000E+000,    0.00000000000000E+000,    5.55532615551651E-013,    5.55532615551651E-013,    6.12810374084321E-012,    6.12810374084321E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.14991595300851E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.73660630207869E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.16039097430552E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.11477356107647E+004,    0.00000000000000E+000,    0.00000000000000E+000,    7.22653455684924E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.14875054022178E+004,    1.14875054022178E+004,    3.54171580745396E-001,    6.21944245302874E-001,    3.33373934807819E-005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.40867500000000E+013,    4.40867500000000E+013 
    3.39999999999997E-006,    0.00000000000000E+000,    0.00000000000000E+000,    1.99790000000000E+004,    1.99790000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.38067829899782E-012,    2.38067829899782E-012,    2.38067829899782E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.15070555928041E+004,    1.15070555928041E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.59773334427829E-012,    1.59773334427829E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.58839300754049E-012,    1.58839300754049E-012,    0.00000000000000E+000,    0.00000000000000E+000,    5.61299090893238E-013,    5.61299090893238E-013,    6.12810374170984E-012,    6.12810374170984E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.15116327142113E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.73687799924272E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.15167778965265E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.12320211287043E+004,    0.00000000000000E+000,    0.00000000000000E+000,    7.24674765772545E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.14840153447018E+004,    1.14840153447018E+004,    3.52684115496442E-001,    6.30376070052048E-001,    3.33349623972399E-005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.41772500000000E+013,    4.41772500000000E+013 
    3.59999999999997E-006,    0.00000000000000E+000,    0.00000000000000E+000,    1.99790000000000E+004,    1.99790000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.37759879416715E-012,    2.37759879416715E-012,    2.37759879416715E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.14924375537629E+004,    1.14924375537629E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.60783649531647E-012,    1.60783649531647E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.57415629015625E-012,    1.57415629015625E-012,    0.00000000000000E+000,    0.00000000000000E+000,    5.68512159329050E-013,    5.68512159329050E-013,    6.12810373896893E-012,    6.12810373896893E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.15853489553374E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.73847237378857E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.14135533725507E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.13376435303376E+004,    0.00000000000000E+000,    0.00000000000000E+000,    7.27150062391527E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.14778636930703E+004,    1.14778636930703E+004,    3.53300836836871E-001,    6.73293883341539E-001,    3.33306759488202E-005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.42107500000000E+013,    4.42107500000000E+013 
    3.79999999999996E-006,    0.00000000000000E+000,    0.00000000000000E+000,    1.99790000000000E+004,    1.99790000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.36475392098500E-012,    2.36475392098500E-012,    2.36475392098500E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.14294359361522E+004,    1.14294359361522E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.60555725950743E-012,    1.60555725950743E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.58566245486839E-012,    1.58566245486839E-012,    0.00000000000000E+000,    0.00000000000000E+000,    5.72130125520275E-013,    5.72130125520275E-013,    6.12810376088109E-012,    6.12810376088109E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.15687193433266E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.73811438575439E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.14969797933429E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.13906478251244E+004,    0.00000000000000E+000,    0.00000000000000E+000,    7.28368555566604E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.14761682692236E+004,    1.14761682692236E+004,    3.52354464927671E-001,    6.33495974104525E-001,    3.33294942767626E-005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.41047500000000E+013,    4.41047500000000E+013 
    3.99999999999997E-006,    0.00000000000000E+000,    0.00000000000000E+000,    1.99790000000000E+004,    1.99790000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.38290716799774E-012,    2.38290716799774E-012,    2.38290716799774E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.15180325160898E+004,    1.15180325160898E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.60310269786691E-012,    1.60310269786691E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.57030403019982E-012,    1.57030403019982E-012,    0.00000000000000E+000,    0.00000000000000E+000,    5.71789884253725E-013,    5.71789884253725E-013,    6.12810378031819E-012,    6.12810378031819E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.15508101952332E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.73772775782948E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.13856222357934E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.13856273819023E+004,    0.00000000000000E+000,    0.00000000000000E+000,    7.28253812124268E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.14772761308009E+004,    1.14772761308009E+004,    3.53821519542674E-001,    6.57237612155102E-001,    3.33302664462349E-005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.42592500000000E+013,    4.42592500000000E+013 
    4.19999999999999E-006,    0.00000000000000E+000,    0.00000000000000E+000,    1.99790000000000E+004,    1.99790000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.37718023200381E-012,    2.37718023200381E-012,    2.37718023200381E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.14899395483783E+004,    1.14899395483783E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.59953043405081E-012,    1.59953043405081E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.57237158024032E-012,    1.57237158024032E-012,    0.00000000000000E+000,    0.00000000000000E+000,    5.79021469930039E-013,    5.79021469930039E-013,    6.12810371622497E-012,    6.12810371622497E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.15247453643325E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.73716302327465E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.14006131822993E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.14918290654459E+004,    0.00000000000000E+000,    0.00000000000000E+000,    7.30651619053009E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.14742979205960E+004,    1.14742979205960E+004,    3.53706556402669E-001,    6.27953921674218E-001,    3.33281905321655E-005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.41520000000000E+013,    4.41520000000000E+013 
    4.40000000000000E-006,    0.00000000000000E+000,    0.00000000000000E+000,    1.99790000000000E+004,    1.99790000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.37301689989280E-012,    2.37301689989280E-012,    2.37301689989280E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.14700298811932E+004,    1.14700298811932E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.59948660259294E-012,    1.59948660259294E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.57324903816615E-012,    1.57324903816615E-012,    0.00000000000000E+000,    0.00000000000000E+000,    5.82351210331313E-013,    5.82351210331313E-013,    6.12810375098320E-012,    6.12810375098320E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.15244255458425E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.73715607884757E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.14069752652331E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.15407783868610E+004,    0.00000000000000E+000,    0.00000000000000E+000,    7.31736242658261E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.14727282429357E+004,    1.14727282429357E+004,    3.54149715545054E-001,    6.08345868338514E-001,    3.33270962485158E-005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.42125000000000E+013,    4.42125000000000E+013 
    4.60000000000002E-006,    0.00000000000000E+000,    0.00000000000000E+000,    1.99790000000000E+004,    1.99790000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.36550557037592E-012,    2.36550557037592E-012,    2.36550557037592E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.14341658144619E+004,    1.14341658144619E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.58760827751117E-012,    1.58760827751117E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.59340104113346E-012,    1.59340104113346E-012,    0.00000000000000E+000,    0.00000000000000E+000,    5.81588901175390E-013,    5.81588901175390E-013,    6.12810379019594E-012,    6.12810379019594E-012,    0.00000000000000E+000,    0.00000000000000E+000,    1.14377505716017E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.73526045753987E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.15530890678265E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.15295789365964E+004,    0.00000000000000E+000,    0.00000000000000E+000,    7.31489213630893E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.14762002574989E+004,    1.14762002574989E+004,    3.53157290575377E-001,    6.41624200095904E-001,    3.33295165730946E-005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.41222500000000E+013,    4.41222500000000E+013 
