001-TIME,002-nPart-Spec-001,003-TempTra-001,004-TempVib001,005-XiVibMean001,006-TempRot001,007-TempTotal001
4.00000000000000E-008,1.99790000000000E+004,8.74303736272135E+003,5.09595544213190E+003,1.32498067068668E+001,8.10874772987780E+003,6.13386833805095E+003
4.20000000000000E-008,1.99790000000000E+004,8.72765227857455E+003,5.10215940248725E+003,1.32548677406222E+001,8.08840206673995E+003,6.13229925533981E+003
4.40000000000000E-008,1.99790000000000E+004,8.71257707000613E+003,5.10805003151153E+003,1.32596633475650E+001,8.06914116906349E+003,6.13074986653382E+003
4.60000000000000E-008,1.99790000000000E+004,8.67023273902702E+003,5.11400332680201E+003,1.32645002828330E+001,8.07714877314603E+003,6.12924505581461E+003
4.80000000000000E-008,1.99790000000000E+004,8.64843993704414E+003,5.12089661608574E+003,1.32700888141722E+001,8.05892270197875E+003,6.12746739049177E+003
5.00000000000000E-008,1.99790000000000E+004,8.62853000140153E+003,5.12540858725327E+003,1.32737397330349E+001,8.05263092582398E+003,6.12630574189796E+003
5.20000000000000E-008,1.99790000000000E+004,8.60447912708837E+003,5.13073521988160E+003,1.32780427071864E+001,8.04555939494504E+003,6.12490794467103E+003
5.40000000000000E-008,1.99790000000000E+004,8.54682800155303E+003,5.13693918023695E+003,1.32830446883605E+001,8.06739008235367E+003,6.12335079093968E+003
5.60000000000000E-008,1.99790000000000E+004,8.50399072019414E+003,5.14282980926122E+003,1.32877843933926E+001,8.07580870411999E+003,6.12181314048529E+003
5.80000000000000E-008,1.99790000000000E+004,8.47826534404804E+003,5.14727911416253E+003,1.32913581684460E+001,8.07573831471221E+003,6.12068576222428E+003
6.00000000000000E-008,1.99790000000000E+004,8.43514932981444E+003,5.15216708292735E+003,1.32952781374096E+001,8.09044166564936E+003,6.11943847211982E+003
6.20000000000000E-008,1.99790000000000E+004,8.40921963564837E+003,5.15573906010165E+003,1.32981386667450E+001,8.09581027734550E+003,6.11856017457474E+003
6.40000000000000E-008,1.99790000000000E+004,8.39025705111712E+003,5.16206835298943E+003,1.33031989178219E+001,8.07789038527631E+003,6.11693766090637E+003
6.60000000000000E-008,1.99790000000000E+004,8.36031060086627E+003,5.16632965909209E+003,1.33065997800146E+001,8.08318695315066E+003,6.11587618289145E+003
6.80000000000000E-008,1.99790000000000E+004,8.35015623224171E+003,5.17234562064880E+003,1.33113927456761E+001,8.05809065524204E+003,6.11431118357442E+003
7.00000000000000E-008,1.99790000000000E+004,8.32541381453988E+003,5.17880024606901E+003,1.33165244852811E+001,8.04533357513783E+003,6.11268670718498E+003
7.20000000000000E-008,1.99790000000000E+004,8.31329502964041E+003,5.18356288230140E+003,1.33203039213057E+001,8.02983167164784E+003,6.11149874102700E+003
7.40000000000000E-008,1.99790000000000E+004,8.30040518227364E+003,5.18769885587163E+003,1.33235811908040E+001,8.01884624998216E+003,6.11048645851454E+003
7.60000000000000E-008,1.99790000000000E+004,8.27157579710171E+003,5.19170949690944E+003,1.33267548328529E+001,8.02418553388109E+003,6.10945420702193E+003
7.80000000000000E-008,1.99790000000000E+004,8.25129369317976E+003,5.19691079700534E+003,1.33308643340752E+001,8.01449413896260E+003,6.10819434904718E+003
8.00000000000000E-008,1.99790000000000E+004,8.24370232024159E+003,5.20230009589988E+003,1.33351148659718E+001,7.99075911585157E+003,6.10685038453874E+003
8.20000000000000E-008,1.99790000000000E+004,8.22012419185126E+003,5.20687473333363E+003,1.33387168964811E+001,7.98753345025823E+003,6.10567916898311E+003
8.40000000000000E-008,1.99790000000000E+004,8.20963315240977E+003,5.21188803463088E+003,1.33426580373967E+001,7.96896322537216E+003,6.10444690074854E+003
8.60000000000000E-008,1.99790000000000E+004,8.17651068156485E+003,5.21765333112272E+003,1.33471822383280E+001,7.96857568403762E+003,6.10301942211538E+003
8.80000000000000E-008,1.99790000000000E+004,8.17181206026820E+003,5.22191463722539E+003,1.33505206496980E+001,7.94858380364082E+003,6.10197880070000E+003
9.00000000000001E-008,1.99790000000000E+004,8.14508196431524E+003,5.22661460719156E+003,1.33541972502464E+001,7.94809096551299E+003,6.10083485655478E+003
9.20000000000001E-008,1.99790000000000E+004,8.11544187472253E+003,5.23237990368340E+003,1.33586993952101E+001,7.94421218028717E+003,6.09941556554619E+003
9.40000000000001E-008,1.99790000000000E+004,8.06781529683074E+003,5.23758120377930E+003,1.33627537403592E+001,7.96127580374347E+003,6.09808825264588E+003
9.60000000000001E-008,1.99790000000000E+004,8.06761733881509E+003,5.24353449906979E+003,1.33673856963297E+001,7.92690927905229E+003,6.09663739680960E+003
9.80000000000001E-008,1.99790000000000E+004,8.06292891864654E+003,5.24710647624408E+003,1.33701604948311E+001,7.91101526099402E+003,6.09579297452291E+003
1.00000000000000E-007,1.99790000000000E+004,8.06667319742907E+003,5.25023978955486E+003,1.33725918325551E+001,7.88886606037690E+003,6.09499918868635E+003
1.02000000000000E-007,1.99790000000000E+004,8.03280943050104E+003,5.25431309685888E+003,1.33757488112755E+001,7.89924582910682E+003,6.09403740151140E+003
1.04000000000000E-007,1.99790000000000E+004,7.99920696259490E+003,5.25920106562370E+003,1.33795315856926E+001,7.90441602312538E+003,6.09284673409517E+003
1.06000000000000E-007,1.99790000000000E+004,7.99597925299178E+003,5.26433969945339E+003,1.33835017764815E+001,7.87786792146001E+003,6.09161557104494E+003
1.08000000000000E-007,1.99790000000000E+004,7.99029038099465E+003,5.26910233568578E+003,1.33871754648719E+001,7.85578500641406E+003,6.09045004448244E+003
1.10000000000000E-007,1.99790000000000E+004,7.97828204941962E+003,5.27204765019791E+003,1.33894444682410E+001,7.85061121008814E+003,6.08972934826330E+003
1.12000000000000E-007,1.99790000000000E+004,7.97782839232214E+003,5.27662228763166E+003,1.33929643052001E+001,7.82439135332940E+003,6.08861395962902E+003
1.14000000000000E-007,1.99790000000000E+004,7.96796063361295E+003,5.28000626600730E+003,1.33955646130706E+001,7.81474282660554E+003,6.08782357358148E+003
1.16000000000000E-007,1.99790000000000E+004,7.94471857093494E+003,5.28257558292215E+003,1.33975369891057E+001,7.82286291788026E+003,6.08717726908871E+003
1.18000000000000E-007,1.99790000000000E+004,7.94540274687310E+003,5.28589689503158E+003,1.34000841787242E+001,7.80286599355628E+003,6.08637923871798E+003
1.20000000000000E-007,1.99790000000000E+004,7.93576154603795E+003,5.28884220954371E+003,1.34023406830204E+001,7.79539793300031E+003,6.08567520162608E+003
1.22000000000000E-007,1.99790000000000E+004,7.93764704230149E+003,5.29404350963961E+003,1.34063202476111E+001,7.76311395833446E+003,6.08440570857108E+003
1.24000000000000E-007,1.99790000000000E+004,7.92954761119490E+003,5.29792881814498E+003,1.34092885055326E+001,7.74877329734435E+003,6.08350062374732E+003
1.26000000000000E-007,1.99790000000000E+004,7.91592674581338E+003,5.30168879411792E+003,1.34121574145004E+001,7.74044997799857E+003,6.08259104434411E+003
1.28000000000000E-007,1.99790000000000E+004,7.92579742079940E+003,5.30482210742870E+003,1.34145454727281E+001,7.71240613451897E+003,6.08185178564466E+003
1.30000000000000E-007,1.99790000000000E+004,7.93051255695416E+003,5.30670209541517E+003,1.34159771314763E+001,7.69682499572811E+003,6.08141459037226E+003
1.32000000000000E-007,1.99790000000000E+004,7.89968218374419E+003,5.31140206538135E+003,1.34195524250101E+001,7.70021792295311E+003,6.08028116212995E+003
1.34000000000000E-007,1.99790000000000E+004,7.89184496217742E+003,5.31422204736105E+003,1.34216949628377E+001,7.69167279305085E+003,6.07961461530954E+003
1.36000000000000E-007,1.99790000000000E+004,7.86815739003578E+003,5.31879668479480E+003,1.34251664349298E+001,7.68854341072361E+003,6.07849788699264E+003
1.38000000000000E-007,1.99790000000000E+004,7.85165132129662E+003,5.32199266437180E+003,1.34275886314727E+001,7.68665361046700E+003,6.07777142248662E+003
1.40000000000000E-007,1.99790000000000E+004,7.81742351003637E+003,5.32669263433797E+003,1.34311460942266E+001,7.69352996603211E+003,6.07665892822053E+003
1.42000000000000E-007,1.99790000000000E+004,7.81010276867192E+003,5.32957528258389E+003,1.34333253053269E+001,7.68418351350964E+003,6.07599448378284E+003
1.44000000000000E-007,1.99790000000000E+004,7.78850811624259E+003,5.33502724774465E+003,1.34374412568018E+001,7.67380382955243E+003,6.07467050433257E+003
1.46000000000000E-007,1.99790000000000E+004,7.77351454680137E+003,5.33891255625002E+003,1.34403700014910E+001,7.66628686960445E+003,6.07377145608689E+003
1.48000000000000E-007,1.99790000000000E+004,7.77334905703069E+003,5.34204586956081E+003,1.34427291928788E+001,7.64809404647994E+003,6.07301598965961E+003
